Unnamed: 0,retirobaixo,tresmarias,queimado,sobradinho,itaparica,peixeangelical,serradamesa,tucurui,pamx,xingo,canabrava,saosalvador,estreito,lajeado
468,241.59,19528.0,557.0,34116.0,10782.0,2741.0,54400.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
469,241.59,19528.0,557.0,34116.0,10782.0,2741.0,54400.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
470,241.59,19528.0,557.0,34116.0,10782.0,2741.0,54400.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
471,241.59,19528.0,557.0,34116.0,10782.0,2741.0,54400.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
472,241.59,19385.39336433131,557.0,34116.0,10782.0,2741.0,54400.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
473,241.59,19009.79151941961,557.0,34042.38241081775,10782.0,2741.0,53918.54327120928,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
474,241.59,18606.6138729936,557.0,32731.6257655399,10782.0,2741.0,53115.68194012889,48091.43970583969,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
475,241.59,18197.74938126184,557.0,30405.98838968705,10782.0,2741.0,52097.15591353994,43882.866356761144,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
476,241.59,18050.24228568861,557.0,27775.24589240496,10782.0,2741.0,51057.06158531942,38977.68017183405,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
477,241.59,18310.283434358465,557.0,26443.38464322017,10782.0,2741.0,50402.174593519085,35091.8521536647,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
478,241.59,19002.27510650956,557.0,29754.25516360811,10782.0,2741.0,50574.08205793181,37405.33796307451,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
479,241.59,18960.9946138815,557.0,33292.26634848997,10782.0,2741.0,50345.95579757405,38471.46535378706,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
480,241.59,18657.26728513025,557.0,34116.0,10782.0,2741.0,49969.72388155025,38306.39615362398,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
481,241.59,18379.21504699833,557.0,34116.0,10782.0,2741.0,49717.88261745524,41938.342285593004,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
482,241.59,18222.65081459399,557.0,34116.0,10782.0,2741.0,49713.87040942918,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
483,241.59,17714.229543594796,557.0,34116.0,10782.0,2741.0,49710.70994055896,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
484,241.59,17124.219305513016,549.9001311330317,34116.0,10782.0,2741.0,48921.21186231655,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
485,241.59,16363.853174814903,531.6811699110383,32707.50241081776,10782.0,2741.0,47897.927297941336,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
486,241.59,15569.0578010491,507.3831950064629,30224.81205034981,10782.0,2741.0,46664.04313335948,46749.56130583969,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
487,241.59,14883.533003162802,477.8953428449613,26943.6788986507,10782.0,2741.0,45339.90520700767,41809.51341101238,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
488,241.59,14375.827189545364,446.8469809582603,23571.20100587663,10661.904114521883,2741.0,44033.24325015426,36452.89330249992,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
489,241.59,14339.39374039478,460.0565185528338,21332.67337093548,10782.0,2741.0,43193.818173025655,31740.330758671364,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
490,241.59,15610.82047851812,555.3189091785002,23196.262859639384,10782.0,2741.0,44219.17230216354,32772.09543559523,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
491,241.59,19528.0,557.0,34116.0,10782.0,2741.0,45593.32883475567,44467.94195586109,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
492,241.59,19528.0,557.0,34116.0,10782.0,2741.0,45847.18019509727,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
493,241.59,19528.0,557.0,34116.0,10782.0,2741.0,46266.69465735756,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
494,241.59,19528.0,557.0,34116.0,10782.0,2741.0,47273.873869455005,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
495,241.59,19528.0,557.0,34116.0,10782.0,2741.0,47886.667108162845,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
496,241.59,19528.0,557.0,34116.0,10782.0,2741.0,47410.33239446986,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
497,241.59,19385.28882033131,557.0,33581.006410817754,10782.0,2741.0,46584.19387157297,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
498,241.59,19227.524935359448,557.0,31929.89540144812,10782.0,2741.0,45524.62198906613,46722.77730583969,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
499,241.59,18927.04926662028,553.5765416866018,29414.64069703504,10782.0,2741.0,44321.08370339042,42088.06163849565,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
500,241.59,18692.29689140077,539.6554108533277,26296.437448221768,10782.0,2741.0,43061.27618700915,37044.78593912243,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
501,241.59,19256.591318530325,552.1554861295459,24619.94974762393,10782.0,2741.0,42426.94446175145,32039.44063153025,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
502,241.59,19528.0,557.0,25348.18974526956,10782.0,2741.0,42442.333029696114,28355.759246507954,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
503,241.59,19528.0,557.0,31896.32584412922,10782.0,2741.0,45476.10626807785,30874.763162186682,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
504,241.59,19528.0,557.0,34116.0,10782.0,2741.0,46825.50550333024,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
505,241.59,19528.0,557.0,34116.0,10782.0,2741.0,48079.06080451955,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
506,241.59,19528.0,557.0,34116.0,10782.0,2741.0,50829.12661347703,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
507,241.59,19528.0,557.0,34116.0,10782.0,2741.0,53023.22003313339,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
508,241.59,19528.0,557.0,34116.0,10782.0,2741.0,53067.47686295927,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
509,241.59,19406.02482033131,557.0,34081.262410817755,10782.0,2741.0,52573.038695083975,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
510,241.59,19194.6387630954,557.0,32716.27682021259,10782.0,2741.0,51808.12108053823,49843.11330583969,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
511,241.59,18886.20175266384,557.0,30131.15371863594,10782.0,2741.0,50792.87561113042,47116.05422682919,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
512,241.59,18488.2473115556,553.3888422142803,26926.24838482793,10782.0,2741.0,49660.52130274932,42500.25736840371,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
513,241.59,19082.345602127352,557.0,25027.227353237737,10782.0,2741.0,49779.21770730051,39715.545161346876,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
514,241.59,19528.0,557.0,29022.158593721902,10782.0,2741.0,50454.70874532941,43399.30850883692,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
515,241.59,19528.0,557.0,34116.0,10782.0,2741.0,51421.26206732923,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
516,241.59,19528.0,557.0,34116.0,10782.0,2741.0,52021.878562959566,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
517,241.59,19528.0,557.0,34116.0,10782.0,2741.0,52538.908172683485,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
518,241.59,19528.0,557.0,34116.0,10782.0,2741.0,54400.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
519,241.59,19528.0,557.0,34116.0,10782.0,2741.0,54400.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
520,241.59,19528.0,557.0,34116.0,10782.0,2741.0,54400.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
521,241.59,19470.82482033131,557.0,34116.0,10782.0,2741.0,54172.55927120928,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
522,241.59,19267.30541975156,557.0,33136.11343623973,10782.0,2741.0,53532.481925472064,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
523,241.59,19020.308697614364,557.0,31163.640647112505,10782.0,2741.0,52649.49410388489,50017.51466891977,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
524,241.59,18577.98286997557,557.0,28478.750665749267,10782.0,2741.0,51610.42953111388,48200.41032397093,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
525,241.59,18470.189762499223,557.0,25936.57503077803,10782.0,2741.0,50898.41400807427,46384.62432260887,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
526,241.59,18355.907407023587,557.0,26371.959911996404,10782.0,2741.0,50515.04455362793,47429.64532295866,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
527,241.59,19528.0,557.0,29201.87142468395,10782.0,2741.0,50605.70388496042,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
